966|375|Christian|Rees|||M||171700.0000|||25
967|464|Thomas|Henderson|||M||47682.0000|||25
1145|302|Steven|Cornish|||M||165072.0000|||25
1146|510|David|Scott|||M||224343.0000|||25
1147|367|Gordon|Arnold|||M||52740.0000|||25
1148|539|Alexander|Piper|||M||218486.0000|||25
1149|65|Gordon|McLean|||M||106640.0000|||25
1150|76|Adrian|Bond|||M||206849.0000|||25
1151|171|Warren|Newman|||M||144588.0000|||25
1152|128|Anthony|Cameron|||M||187117.0000|||25
1153|67|Ryan|Hamilton|||M||50333.0000|||25
1154|323|Alexander|Edmunds|||M||203650.0000|||25
1155|40|James|Taylor|||M||121182.0000|||25
1156|318|Keith|Paterson|||M||142853.0000|||25
1157|23|Robert|Underwood|||M||182667.0000|||25
1158|361|Nathan|Mackenzie|||M||163802.0000|||25
1159|119|Julian|Wright|||M||201726.0000|||25
1160|38|Harry|Paige|||M||129032.0000|||25
1161|220|Richard|Anderson|||M||84712.0000|||25
1162|13|Jacob|Forsyth|||M||190869.0000|||25
1163|174|Andrew|Lewis|||M||88489.0000|||25
1164|29|Colin|Roberts|||M||153553.0000|||25
1165|144|Connor|Grant|||M||110417.0000|||25
1166|12|Peter|Nash|||M||140093.0000|||25
1167|378|Luke|Newman|||M||77865.0000|||25
1168|616|Jack|Langdon|||M||150966.0000|||25
1169|102|Edward|James|||M||212589.0000|||25
1170|321|Edward|Paterson|||M||172709.0000|||25
1171|164|Boris|Churchill|||M||89022.0000|||25
1172|164|David|King|||M||182155.0000|||25
1173|248|Gordon|Churchill|||M||120450.0000|||25
1174|307|Joshua|Ferguson|||M||189560.0000|||25
1175|89|Robert|Wright|||M||179222.0000|||25
1176|11|Gordon|Jackson|||M||123850.0000|||25
1177|67|Isaac|Manning|||M||192459.0000|||25
1178|68|Liam|Howard|||M||147077.0000|||25
1179|483|Luke|Oliver|||M||55843.0000|||25
1180|378|David|Reid|||M||101571.0000|||25
1181|33|Jason|Manning|||M||75183.0000|||25
1182|99|Sam|Miller|||M||163910.0000|||25
1183|479|Luke|Gray|||M||115844.0000|||25
1184|502|Adrian|Welch|||M||243443.0000|||25
1185|200|John|Turner|||M||78751.0000|||25
1240|160|Jacob|Metcalfe|||M||191085.0000|||25
1241|457|Robert|Duncan|||M||75396.0000|||25
1242|581|Isaac|Greene|||M||221491.0000|||25
1243|231|Connor|Ball|||M||236374.0000|||25
1244|3|Brandon|Johnston|||M||99514.0000|||25
1245|421|Thomas|Sutherland|||M||48055.0000|||25
1246|361|Nathan|Clarkson|||M||206724.0000|||25
1247|81|Sebastian|Burgess|||M||193763.0000|||25
569|511|Simon|Allan|||M||44630.0000|||25
570|563|Keith|Fraser|||M||122724.0000|||25
571|622|Warren|Vaughan|||M||161655.0000|||25
572|272|Jonathan|Parr|||M||122808.0000|||25
342|391|Jason|Mills|||M||159050.0000|||25
343|416|Joshua|Welch|||M||211242.0000|||25
344|563|Dylan|Hemmings|||M||56863.0000|||25
345|383|Alexander|Manning|||M||166260.0000|||25
346|261|Carl|Lawrence|||M||201524.0000|||25
347|509|Julian|Harris|||M||120492.0000|||25
348|600|William|Lambert|||M||59785.0000|||25
349|228|Max|Robertson|||M||139356.0000|||25
350|100|Thomas|Allan|||M||189044.0000|||25
351|515|Jacob|Lambert|||M||69153.0000|||25
352|138|Alexander|Mathis|||M||101623.0000|||25
353|389|Blake|Duncan|||M||66926.0000|||25
354|166|Christian|Sutherland|||M||175076.0000|||25
1594|203|Robert|James|||M||128721.0000|||25
1595|544|Charles|James|||M||40378.0000|||25
1596|109|Alexander|Hamilton|||M||84635.0000|||25
1597|286|Andrew|Burgess|||M||153104.0000|||25
1598|450|Gordon|Young|||M||176843.0000|||25
1599|153|Victor|Howard|||M||209563.0000|||25
1600|33|Joseph|Lawrence|||M||74322.0000|||25
1601|600|James|Kerr|||M||194482.0000|||25
1602|622|Robert|Ellison|||M||101234.0000|||25
1603|625|Stewart|Walsh|||M||135451.0000|||25
1604|576|Luke|Burgess|||M||222201.0000|||25
1605|327|Edward|Hill|||M||184945.0000|||25
1606|405|Carl|Greene|||M||249082.0000|||25
1607|184|Adrian|North|||M||160310.0000|||25
1608|155|James|Rampling|||M||218963.0000|||25
1609|512|Luke|North|||M||92234.0000|||25
1610|86|Blake|Henderson|||M||184242.0000|||25
1611|227|Jason|Hill|||M||59382.0000|||25
1612|245|Stephen|Clarkson|||M||169825.0000|||25
1613|323|Blake|Kerr|||M||242194.0000|||25
1614|262|Boris|Wilkins|||M||228060.0000|||25
1615|478|Anthony|Fisher|||M||182697.0000|||25
1616|317|Oliver|Grant|||M||80670.0000|||25
1617|619|Edward|Butler|||M||173323.0000|||25
1618|83|Leonard|Gray|||M||152634.0000|||25
1619|575|Dan|Anderson|||M||224816.0000|||25
1620|338|Justin|Reid|||M||80048.0000|||25
1621|327|Simon|Hill|||M||61903.0000|||25
1486|480|Eric|Mackenzie|||M||241177.0000|||25
1487|159|Richard|Ferguson|||M||197169.0000|||25
1488|186|Neil|Dowd|||M||151719.0000|||25
1489|140|Paul|Hart|||M||158638.0000|||25
1490|296|Kevin|Cameron|||M||136803.0000|||25
1491|141|Stephen|Bower|||M||77803.0000|||25
1845|518|Harry|North|||M||77942.0000|||25
1846|632|Nathan|Walker|||M||230533.0000|||25
1847|284|Jack|Arnold|||M||178533.0000|||25
1848|585|Nathan|Lambert|||M||224311.0000|||25
1849|464|Gavin|Roberts|||M||221187.0000|||25
1850|250|Robert|Mackenzie|||M||238068.0000|||25
1851|297|Piers|Forsyth|||M||111517.0000|||25
1852|12|Eric|Sharp|||M||115552.0000|||25
1853|330|Trevor|Paterson|||M||238483.0000|||25
1854|599|Nathan|Dowd|||M||151745.0000|||25
1855|281|Alan|Ferguson|||M||168129.0000|||25
1856|24|Kevin|Bond|||M||149069.0000|||25
1857|548|Blake|Gill|||M||227568.0000|||25
1858|552|Anthony|Morgan|||M||229445.0000|||25
1859|72|Leonard|Alsop|||M||224721.0000|||25
1860|319|Sebastian|Glover|||M||176384.0000|||25
1861|172|Leonard|Hodges|||M||88757.0000|||25
1862|169|Jake|Lewis|||M||222405.0000|||25
1863|554|Luke|Chapman|||M||245684.0000|||25
1864|598|Leonard|May|||M||210099.0000|||25
1865|95|Christopher|Glover|||M||101944.0000|||25
1866|233|Tim|Cornish|||M||94018.0000|||25
1867|172|Jacob|Terry|||M||62483.0000|||25
1868|266|Dan|Ross|||M||119844.0000|||25
1869|371|Liam|Vaughan|||M||133779.0000|||25
1870|129|Alan|Mills|||M||136678.0000|||25
1871|531|Alan|Dyer|||M||178018.0000|||25
1872|540|Blake|North|||M||215902.0000|||25
1873|283|Liam|Clarkson|||M||249379.0000|||25
1874|414|James|Bailey|||M||70631.0000|||25
1875|331|Alan|Gill|||M||210804.0000|||25
1876|354|Frank|Sanderson|||M||115603.0000|||25
1877|432|Carl|Gray|||M||90317.0000|||25
1878|460|Dylan|Wilkins|||M||121349.0000|||25
1879|363|Jason|Howard|||M||108254.0000|||25
1880|146|Owen|Short|||M||231591.0000|||25
1799|442|Piers|Henderson|||M||142068.0000|||25
1800|57|Neil|Morgan|||M||159419.0000|||25
1801|182|Warren|Welch|||M||148555.0000|||25
1802|113|Luke|Dowd|||M||171329.0000|||25
1803|512|Robert|Butler|||M||72762.0000|||25
1804|4|Justin|Alsop|||M||160481.0000|||25
1805|52|Sebastian|North|||M||64087.0000|||25
1806|160|Robert|Howard|||M||127037.0000|||25
1807|239|Connor|Hamilton|||M||191538.0000|||25
1808|415|Oliver|Ross|||M||236647.0000|||25
1809|506|Dominic|Jones|||M||239478.0000|||25
1810|280|Boris|McDonald|||M||65661.0000|||25
1811|465|Michael|Hardacre|||M||96242.0000|||25
1812|364|Ian|Hunter|||M||210778.0000|||25
1813|437|Dominic|Buckland|||M||170548.0000|||25
3236|631|Isaac|Lawrence|||M||101916.0000|||25
3237|580|Max|Hudson|||M||141719.0000|||25
3238|307|Brandon|Skinner|||M||169569.0000|||25
3239|184|Warren|Baker|||M||198264.0000|||25
3240|591|Justin|Nash|||M||115618.0000|||25
3241|512|Sam|Allan|||M||189360.0000|||25
3242|211|Ryan|Arnold|||M||179019.0000|||25
1063|524|Tim|Scott|||M||173778.0000|||25
1064|150|Peter|Nolan|||M||88949.0000|||25
1065|288|Charles|King|||M||147599.0000|||25
1066|617|Blake|Randall|||M||93187.0000|||25
1067|591|Leonard|Cornish|||M||156395.0000|||25
1068|67|Robert|Young|||M||41306.0000|||25
1069|460|Carl|McDonald|||M||216581.0000|||25
1070|107|Christopher|Knox|||M||99924.0000|||25
1071|171|Harry|Grant|||M||153327.0000|||25
1072|423|Isaac|Scott|||M||126349.0000|||25
1073|201|Oliver|Clark|||M||140147.0000|||25
1074|38|Isaac|Clarkson|||M||54399.0000|||25
1075|544|Carl|Hardacre|||M||169939.0000|||25
1076|547|Neil|Kelly|||M||40418.0000|||25
1077|611|Jake|Knox|||M||121382.0000|||25
1078|48|Richard|Sutherland|||M||220995.0000|||25
1079|266|Stewart|Bower|||M||221349.0000|||25
1080|202|Connor|Langdon|||M||143482.0000|||25
1081|149|Liam|Hodges|||M||168445.0000|||25
1082|125|Sam|Dickens|||M||42920.0000|||25
1083|437|Joseph|Hemmings|||M||112505.0000|||25
1084|207|Charles|Clark|||M||197209.0000|||25
1085|85|John|Stewart|||M||228261.0000|||25
1086|475|Matt|Short|||M||213923.0000|||25
1087|97|Isaac|Johnston|||M||68935.0000|||25
1088|345|Leonard|Parr|||M||105818.0000|||25
1089|29|Joseph|Hart|||M||52251.0000|||25
1090|303|Alan|Wilkins|||M||73085.0000|||25
1091|327|Boris|Grant|||M||177671.0000|||25
1092|523|Christopher|Turner|||M||108890.0000|||25
1093|342|Jake|Allan|||M||121360.0000|||25
1094|35|Piers|Sutherland|||M||234261.0000|||25
1095|101|Phil|Cameron|||M||144514.0000|||25
1096|294|William|Ball|||M||158951.0000|||25
1097|362|Carl|Gill|||M||96040.0000|||25
1098|579|Julian|Parr|||M||165372.0000|||25
1099|32|Kevin|Bell|||M||236390.0000|||25
1100|481|Max|James|||M||245857.0000|||25
1101|418|Harry|Watson|||M||69932.0000|||25
